,"Corn, China","Wheat, China","Japonica Rice, China","Pork, China","Beef, China","Mutton, China","Cotton, China","Soybean, China","Soybean Meal, China","Soybean Oil, China","Rapeseed Meal, China","Rapeseed Oil, China","Palm Oil, China","Pure Benzene, China","Toluene, China","O-Xylene, China","Styrene, China","Butadiene, China","P-Xylene, China","PTA, China","Epoxy Ethane, China","Propylene, China","Polystyrene, China","Natural Rubber, China","PP, China","Causticsoda, China","Potassic Fertilizers, China","Xylene, China","Glycol, China","Acrylamide, China","Acrylic Acid, China","Acrylonitrile, China","Butyl Acrylate, China","PET Chips, China","Methyl Methacrylate, China","PVC, China","Urea, China","Methanol, China","Metallurgical Coke, China","Hard Coking Coal, China","Coking Coal, China","Hot-rolled Sheet/Coil, China","Platinum, China","Silver, China","Palladium, China","Gold, China","Copper, China","Nickel, China","Aluminum, China","Zinc, China","Lead, China","Tin, China","Chrome Metal, China","Silicon Metal, China","Cobalt, China","Ingot, China","Electrolytic Manganese, China","Nickel Sulfate, China","Antimony, China","Soybean Oil, US","Diesel Oil, Singapore","Gasoline, Japan",Brent,WTI,Henry Hub Natural Gas,"Crude Oil, UAE Dubai","Naphtha, Korea","Gold, UK","Silver, UK","Platinum, UK","Palladium, UK"
240,-0.181287646,-0.150853657,-0.150853657,-0.421611945,-0.057648319,-0.108054598,-0.160539661,-0.150853657,-0.36923832,-0.764457782,-0.150853657,-0.919310421,-0.150853657,1.399564997,0.413588105,-0.150853657,-1.197983644,-0.150853657,0.284244926,-0.150853657,-0.150853657,0.132432651,-0.150853657,1.191448376,-0.150853657,-0.150853657,-0.150853657,0.762394699,0.330302043,-0.150853657,-0.150853657,0.645963308,-0.150853657,-0.150853657,-0.150853657,-0.633557732,-0.150853657,0.224381305,0.522171878,-0.150853657,-0.150853657,-0.630606235,-0.847536223,-0.489754974,0.335765308,-0.793112014,0.357191466,0.607683482,0.737383123,-0.908752022,-0.380211556,-0.618551972,-3.375939369,-0.150853657,-0.150853657,-0.150853657,-1.628193224,-0.150853657,-0.150853657,-0.759957399,0.492964344,0.992233242,-0.095739596,0.476002485,1.610340757,0,-0.106188686,-0.316804949,-0.221239028,-1.478379618,0.250941161
241,0.202246934,0.126179322,0.126179322,2.492889476,0.051622002,0.211722526,-0.009397362,0.126179322,-0.661599437,-2.188945224,-1.534422931,-0.894029486,-0.593409128,0.892466596,2.352616372,-0.634280617,3.235238029,-7.878091445,1.277271168,-0.878854263,0.126179322,-1.298346192,1.978084099,1.450701997,0.126179322,0.126179322,0.126179322,1.928029872,1.713514238,0.126179322,0.126179322,0.126179322,0.126179322,-0.745919229,1.855329033,-0.358866091,-0.478052124,-0.62570392,1.569045641,-0.033820712,0.212572416,-0.498113285,1.431778455,0.730556841,1.571987639,1.136144214,-0.381865801,0.926613677,2.81627247,-0.893370716,0.126179322,0.126179322,0.126179322,0.126179322,0.126179322,0.126179322,0.126179322,0.126179322,0.126179322,1.333353087,2.964225496,2.037495526,0.619778489,0.29374348,5.096644359,3.729050174,2.043358987,-0.946700633,-0.437159166,0.520563383,1.233061246
242,0.53233401,-0.034823994,-0.350281669,-0.16730359,-0.221460853,-0.958270909,-0.034823994,-0.034823994,-0.445979382,0.619568679,-0.010128657,-0.034823994,1.456086222,0.725635944,0.878424362,-0.034823994,-0.546334061,-1.715535826,1.948243824,0.166992422,-0.034823994,-0.754769508,-0.034823994,1.272384163,1.192185265,-0.034823994,-0.034823994,0.854070748,0.122532451,-0.034823994,-1.516332573,-0.034823994,-0.654021019,-0.034823994,0.534978117,0.450221419,-0.034823994,2.204075495,0.13032881,-0.034823994,-0.121217088,-0.806366613,-0.591025748,-0.083040003,-0.034823994,-0.184599359,1.167595303,0.771058538,-0.82704996,-0.3341614,-0.034823994,0.759660637,-0.034823994,-0.034823994,1.52527005,-0.034823994,-0.034823994,-0.034823994,-0.034823994,-1.534898335,0,-0.645765321,0.392413846,1.069736934,0.310077768,-0.795609425,-0.978169062,0.536366014,-0.219298334,-0.834207132,-1.605964102
243,0.244260972,0.099565786,-0.027560397,-1.272574256,0.009794852,0.187956927,-0.042047884,-0.056044127,-0.946667362,-0.442716694,-0.027560397,-0.027560397,-0.027560397,2.957735918,0.877423155,-2.344266325,-0.541700347,-8.882900131,0.671254466,0.17384954,-0.027560397,-0.027560397,-0.027560397,-5.362158468,-0.027560397,0.719641087,-0.533890593,1.203765626,-0.027560397,-0.027560397,-0.027560397,-0.027560397,-0.027560397,0.699715536,-0.027560397,0.294501073,-0.635465005,1.437667281,0.903188178,0.132439637,0.058832697,-1.939,0.860012926,1.218561646,-0.027560397,0.938459119,-0.363624566,-1.262730495,-0.027560397,-1.23395159,-0.027560397,1.028896865,-0.027560397,-0.027560397,-0.027560397,-0.027560397,-0.027560397,-0.027560397,-0.027560397,0.837105173,1.867782406,1.656234318,1.149651082,1.077555164,0,2.646302493,2.125300092,1.107615682,0.983077278,1.248715497,0.372902856
244,0.331620319,-0.13479142,0.023061809,-1.986278041,-0.340418186,-0.177857743,-0.115454244,-0.177667947,-0.256728356,-0.13479142,-0.13479142,0.070084702,-0.077949329,2.04711332,1.118582195,-0.13479142,-1.171070123,-0.13479142,-0.274164265,-0.336201357,-0.13479142,-0.13479142,-1.05645693,-4.33121133,-0.13479142,0.360259096,-0.13479142,1.254119796,-1.400631107,-0.13479142,-0.13479142,-0.931608385,-0.13479142,-0.13479142,2.666512203,-1.266573913,-0.746414122,-1.969705287,1.379569591,-0.13479142,-0.13479142,-1.548242513,-1.110238211,-2.204162665,-2.556217232,-0.680582398,-1.213596171,0.270695123,-0.642222737,-2.636567717,-4.116582056,-0.623655271,-0.13479142,-0.13479142,-1.380913464,-0.13479142,-0.13479142,-0.13479142,-0.13479142,-0.904377291,0.075809268,-0.724795328,1.008905192,1.538345786,-2.50796844,-0.166836632,0.60592781,-1.303416029,-2.531780798,-2.831862019,-2.005079705
245,1.034663686,0.123189314,0.123189314,-0.196372702,-0.308128748,0.574463315,0.103852138,0.123189314,0.174126117,0.176312666,0.516236938,0.123189314,-0.647692448,1.551785039,0.655577439,-1.451646383,1.159468018,1.044854825,-0.436252704,-0.686531709,0.123189314,0.123189314,0.123189314,2.243410079,-1.103819945,0.123189314,0.123189314,0.981563683,-0.355662359,0.123189314,0.123189314,0.123189314,0.123189314,0.123189314,0.123189314,-1.516191664,-0.492197243,-0.620308535,0.284090395,-0.03681072,0.03679622,-1.250376623,-0.977349959,0.074551181,-0.368212166,0.282981973,-0.409917823,-0.569516191,-0.313810653,-1.219112719,-0.475973653,-0.896625969,0.123189314,0.123189314,0.123189314,0.123189314,0.123189314,0.123189314,0.123189314,-0.946592599,0.935291175,0.95110377,-0.109569039,0.601279527,-1.277972665,0.739374902,-0.429830445,0.227731376,0,0.318640737,0.126502231
246,0.009780666,0.024656084,0.024656084,0.617317951,0.43725982,-1.0098359,0.019805457,-0.347349338,0.772975698,-0.614186902,0.830961391,-0.447188057,-0.550165684,0.024656084,0.024656084,-2.385099074,0.024656084,0.024656084,-0.961962208,0.227701839,0.024656084,-0.700510256,0.946321595,-4.627345479,0.024656084,0.517267918,-0.484250867,0.195450319,0.024656084,0.024656084,0.024656084,0.024656084,0.024656084,0.169478702,1.668528718,0.024656084,0.024656084,0.397095993,0.024656084,0.024656084,0.024656084,-3.463002385,2.348452201,1.71307053,2.45786615,0.932388586,-0.40388539,-2.229711596,0.824369543,-0.200823155,0.024656084,-1.026804605,0.024656084,0.024656084,0.024656084,0.024656084,-1.187479969,0.024656084,0.024656084,0.575784825,1.208879732,1.151859905,0.036536354,-0.488263881,-4.606077338,0.642498768,1.206093257,1.693614397,2.041450206,1.994816803,0.378549348
247,0.434961652,0.420086234,0.420086234,0.510954027,0.663099719,0.441747666,0.415235371,0.420086234,0.702004326,-0.411321997,0.784150781,0.090528778,-0.042266378,-0.006353645,1.301149202,-0.39624483,1.139144288,2.238318142,-2.366249413,-0.19029206,0.420086234,0.420086234,0.420086234,1.150016482,1.647095493,0.420086234,0.420086234,0.590589259,-0.383130936,0.040579137,0.420086234,0.420086234,0.420086234,0.275263616,0.420086234,-0.409794048,0.110966977,-1.835648509,0.420086234,0.420086234,0.420086234,-0.549732098,0.723576603,1.135055914,-2.013123832,1.21854959,-1.138049595,-0.318106095,-0.233748279,1.318968691,0.420086234,0.074199467,0.420086234,0.420086234,-1.159725454,0.420086234,0.420086234,0.420086234,0.420086234,-0.169004603,-0.490743791,-0.504061555,0.546449447,0.131690359,1.005033585,-0.919124118,-0.212021282,0.770001264,1.356136867,1.342302033,1.624020702
248,0.269065633,0.353690904,0.269065633,0.040389567,0.811680866,-0.721041466,0.32233117,0.269065633,0.269065633,-1.51492618,0.269065633,-1.089539044,-0.570608958,0.269065633,-0.270989685,0.269065633,0.600009123,3.90583005,0.124243015,-0.138266906,0.269065633,-1.305770064,-1.617782798,-2.716230682,0.269065633,0.269065633,0.269065633,-0.073987877,-0.596740642,0.269065633,0.269065633,0.269065633,1.511317632,-0.021210333,-1.383864563,-1.500892077,0.269065633,1.420709839,0.58838469,0.269065633,0.269065633,-1.219635,-0.27631609,-0.472653284,-1.234722104,0.1361706,-0.532759012,-2.347435832,-1.142390404,-1.815287126,-1.566971256,-0.400634801,0.269065633,0.269065633,-1.084483875,0.269065633,0.269065633,0.269065633,0.269065633,1.473569865,-0.030266344,-0.185224816,-0.323717316,-3.827567757,0,-0.207136879,-0.38315004,0.007818608,-1.0917139,-0.610999864,-1.275527498
249,-0.097392063,-0.186241469,-0.186241469,0.543688779,-0.560143569,0.953678391,-0.181394832,-0.186241469,-0.095848751,-0.754345182,-0.08952015,-0.186241469,-0.215382075,-0.186241469,-0.910882321,-0.186241469,1.126687675,-0.186241469,-0.331274127,-1.211891486,-0.186241469,-0.983058434,-0.186241469,-0.186241469,-0.186241469,-0.186241469,-0.186241469,-0.186241469,0.679564805,-0.186241469,-0.186241469,-0.186241469,-0.186241469,-0.623241436,-0.186241469,-1.083108468,-0.186241469,-1.724733353,-0.133120618,-0.186241469,-0.013529855,-0.57827072,-0.977374576,-0.090226099,-0.186241469,-0.277271515,-1.148207786,-0.275498727,-1.258063091,0.407232083,-0.186241469,-0.186241469,-0.186241469,-0.186241469,-6.618464947,-0.186241469,-0.186241469,-0.186241469,-0.186241469,1.517680071,-2.203608677,-1.682645581,-3.434230201,-0.456576476,0.641027836,-2.9847251,-2.952939872,0.23817437,-0.16478993,-0.306905612,1.907241538
250,-0.015454294,0.0398812,-0.045053229,-0.912440543,0.272852602,-0.516651102,0.037240791,-0.045053229,-0.035124944,0.111091988,-0.045053229,0.161986182,-0.045053229,0.266959505,-0.045053229,-0.045053229,0.496953518,0.843841513,-0.335751108,-0.458276957,-0.045053229,-0.045053229,-0.045053229,2.940243086,-0.045053229,-0.045053229,-0.045053229,-0.045053229,0.81332114,-0.045053229,-0.045053229,-0.045053229,0.570333328,-0.337451098,-0.045053229,0.494031635,-0.045053229,-0.045053229,0.008039419,-0.045053229,-0.045053229,1.029350725,0.474428459,-0.864137548,3.915860581,-0.090599345,0.786279496,0.970312773,1.593743689,2.693614004,-0.045053229,-0.370947956,-0.045053229,-0.045053229,-0.045053229,-0.045053229,-0.045053229,-0.045053229,-0.045053229,0.065466451,-0.309933612,0.62170373,-1.451462006,-1.241257178,-2.261808859,-0.369686188,0.052564629,-0.01950116,-1.161196349,0.306905612,1.12712527
251,0.380825975,0.218188252,0.218188252,0.126445126,-0.324731737,-0.666677778,0.324541618,0.218188252,0.308490373,1.049578402,0.194016691,0.836746925,-0.5702521,1.148427518,-0.695060104,0.218188252,-1.967691129,3.696799861,0.363642823,0.010934292,0.218188252,-0.102324843,0.218188252,-2.012387499,0.218188252,0.463587148,0.218188252,-0.126046167,-1.505992391,0.218188252,0.218188252,-0.585028918,0.218188252,-0.222017888,0.218188252,1.110254828,0.534144281,-1.738821367,0.165095604,0.218188252,0.218188252,-0.529418025,-0.353390337,-0.096772638,0.7024507,-0.411065226,-0.087288747,-1.28311221,-0.847541195,-1.749674892,-0.837394353,-1.182434902,0.218188252,0.218188252,3.016050725,-0.225552571,0.218188252,0.218188252,1.064315241,-0.426300039,-0.108704103,-1.78874834,-0.965996644,-1.501956386,0,-0.606121711,-0.844367839,-0.975999908,-0.949993174,-2.482030205,-1.001259929
252,-0.173641752,-0.317651651,-0.232717223,-0.831107961,-0.364209681,-0.428008594,-0.111981151,-0.908937737,0.02714883,-0.260036698,-0.06404791,0.157066838,-1.23455265,-0.696755178,-0.232717223,-0.232717223,-0.232717223,-0.232717223,-0.523838244,-0.857068887,1.850691467,1.359673113,-1.189662324,1.997858529,-0.232717223,0.012080941,-0.232717223,-0.40527982,-0.058955233,-0.232717223,-0.232717223,-0.232717223,-0.232717223,-1.714225801,0.321300815,0.121893078,0.082243667,-0.628757344,-0.1265601,-0.232717223,-0.232717223,0.06049035,-1.144451678,-0.184197086,-2.677826809,-0.327977166,0.485848743,-0.48942382,1.044801926,0.487357896,-0.232717223,0.040369544,-0.232717223,-0.232717223,-0.232717223,-0.232717223,-0.232717223,-0.232717223,-0.232717223,-0.26324464,-1.502846068,-1.329413966,-0.16191058,0.652264848,-2.314152856,-1.661102066,-0.877217284,-0.126123302,0.168302985,-0.104766903,0
253,-0.017431979,-0.059735663,-0.017431979,0.074861521,0.582269968,-0.256640531,-0.017431979,-0.017431979,-0.077138101,-0.144963925,-0.017431979,-0.017431979,-0.58153147,-0.017431979,-0.20108676,-0.017431979,1.081480179,-1.741612622,-1.190465958,-0.856011317,-0.017431979,1.54999823,-0.017431979,-1.498940558,-0.660521012,-0.017431979,-0.528942046,-0.710675657,1.190520586,-0.017431979,-0.017431979,-0.827153002,-0.017431979,-0.766499152,-0.017431979,-0.549820104,1.232584297,-0.415046817,-0.123589102,-0.017431979,-0.017431979,1.660026709,-0.430220199,-0.674448578,2.427677607,-0.459636644,0.199299792,-0.210395312,0.404806509,0.519241939,0.852679166,-0.506641588,-0.017431979,-0.017431979,1.45220035,-0.017431979,1.619032858,-0.017431979,-0.017431979,1.016235594,-0.031550718,-0.417226056,1.248003315,0,2.314152856,0.735078307,0.558732154,-0.470421677,-1.41125684,-0.525487284,0.501883111
254,0.191356561,-0.074052029,-1.343910362,-0.768338548,-0.467200527,1.116309392,0.012815354,-0.074052029,-0.434695097,-0.128609908,-0.074052029,-0.074052029,-0.074052029,-0.074052029,-0.44237657,-0.074052029,-1.726982224,-0.074052029,-0.665769731,0.346116657,-0.074052029,1.008711837,-0.074052029,-1.577839765,-0.074052029,-0.074052029,-0.074052029,-0.59715697,-0.074052029,-0.834511967,-0.074052029,-0.074052029,-0.074052029,-0.074052029,-0.074052029,-0.967713025,0.545144996,-0.074052029,-0.180321964,-0.074052029,-0.160370549,0.404646827,-0.625625407,-0.147321051,0.887493841,0.117220345,-0.030761985,-0.616338703,-0.708080218,0.370986534,-0.074052029,1.108884661,-0.074052029,-0.074052029,-0.074052029,-0.074052029,-0.074052029,-0.074052029,-0.074052029,-0.654452598,-1.046797822,-1.914583243,-1.065872333,-0.529640676,2.261808859,-1.234829472,-2.367076283,0.07525796,-0.741800834,-0.528263246,1.36733019
255,-0.043131408,-0.093109896,-0.050788308,0.320097606,0.659495052,0.09970081,0.064875865,-0.050788308,-0.251672132,-0.288244981,-0.050788308,0.031078254,0.276192709,-0.829002352,-0.420474496,-0.050788308,-0.050788308,-0.050788308,-0.347965347,0.367622344,-0.050788308,1.929474421,-1.016979399,2.196497277,2.497120222,-0.050788308,-0.050788308,-0.928757073,0.63297504,-0.050788308,-0.050788308,-1.690169286,-0.050788308,-0.050788308,-2.852091931,0.486366072,-0.050788308,-0.449990435,-0.477000994,-0.050788308,-0.050788308,1.497181316,-0.192481566,-0.026359335,0.426539567,0.253077377,0.035735599,1.707357716,-1.187971849,-0.050788308,0.68904244,0.857341381,-0.050788308,-0.050788308,-0.050788308,-0.050788308,-0.050788308,-0.050788308,-0.050788308,-0.824135207,-0.33538321,0.531310548,0,0.712326203,2.211780525,0.559553818,0.488754218,0.28862331,-0.286779663,0.211640291,1.713628224
256,-0.010411788,0.092855906,0.092855906,-0.65411302,0.636590254,0.028096055,0.270803689,0.020671077,0.11285194,0.165304027,0.092855906,0.194060246,0.979386535,0.092855906,0.092855906,0.092855906,-2.179969202,0.092855906,0.906530045,0.929680873,0.092855906,1.589889852,-0.882761589,-0.629168891,-1.172983781,0.092855906,0.092855906,-0.794461362,0.092855906,-0.673431369,0.092855906,-0.737024376,0.092855906,0.092855906,0.092855906,0.439476704,-0.217221862,-0.311185048,-0.229898543,-0.067915833,0.00638811,-0.609758868,-0.950396189,-0.081468631,0.092855906,-0.110240492,-0.506204508,-0.587247471,-1.207740462,-2.092545754,-1.799174901,-1.176603843,0.092855906,0.092855906,0.092855906,-0.60845395,0.092855906,-5.238557722,0.092855906,2.193000645,-1.489023666,-0.710317996,-0.998683527,0.293378249,0.318979537,-1.55567557,-1.565642233,-0.411055153,-0.591717703,-1.416917438,-2.222313678
257,-0.094306096,-0.136645602,-0.094306096,-0.000629274,0.334839073,-1.027168919,0.078523829,-0.094306096,-0.153978228,-0.520800375,-0.094306096,-0.398226905,-0.891829153,-0.407295396,-0.837803944,-0.094306096,0.478761375,-0.094306096,-0.345099175,-0.302856745,-0.094306096,0.645889734,-0.094306096,-5.299942291,-0.094306096,-0.094306096,-0.094306096,-0.989567223,-0.435603355,-0.094306096,1.432441118,-0.094306096,-0.094306096,-0.849026659,-0.094306096,-1.137793825,-0.094306096,-2.553446409,-0.52627221,-0.335949387,-0.180848723,-2.138353725,-2.051871987,-2.643983528,-2.979121529,-1.596418571,-2.52709332,-2.576521561,-0.094306096,-2.147949697,-1.085026273,-0.827013333,-0.094306096,-0.094306096,-0.094306096,-0.094306096,1.149662952,-0.094306096,-0.094306096,-0.188798042,-1.863614667,-1.672044579,-2.677897434,-4.800578888,-0.960007373,-1.010109599,-0.735322385,-1.763031041,-2.099027589,-1.54870352,-0.626176122
258,0.135435087,0.105919149,0.105919149,0.293009942,0.050048023,0.454048308,0.364636358,0.105919149,-0.013532046,-0.149051972,0.105919149,0.268125186,-0.042411447,-0.050943629,-1.777375685,0.105919149,-2.206322593,0.105919149,-1.532241089,-0.732660189,0.105919149,0.840676312,0.105919149,-2.995104526,-1.176149694,0.105919149,0.105919149,-1.89233081,-0.580189889,0.105919149,5.989969151,-0.730905818,0.105919149,-0.501985459,0.105919149,-0.595838117,0.105919149,-4.78347125,-0.49109755,-0.055501387,-0.241002275,-2.30078346,0.60927979,0.182596469,2.038346431,-0.010010292,-0.423182615,-2.585768333,1.046932245,0.555964913,0.664406483,-0.21988325,-1.566648173,0.105919149,-1.633255123,0.105919149,0.105919149,0.105919149,0.105919149,-0.727046035,-2.173260406,-2.35980338,-0.168456557,1.481831429,-0.32206147,-2.988372812,-1.344266048,-0.03256666,-1.403745968,1.328923212,1.619973121
259,0.085496611,-0.091416306,-0.091416306,-0.888980937,0.280469582,0.924259632,-0.091416306,-0.511560136,-0.80022197,0.960588414,-0.163583296,0.232208572,1.20686062,-1.196399925,0.666163075,-0.091416306,-0.091416306,-0.091416306,-2.215927167,-1.362619865,-0.091416306,-0.091416306,-3.076712621,-1.678751222,-0.091416306,-0.091416306,-0.091416306,0.82183205,0.423606292,-1.64183496,-0.091416306,-0.935303171,1.135592953,-1.010258911,-0.091416306,0.260077905,-1.341432582,0.126211636,-0.582549626,-0.253097829,-0.178335042,0.897269789,1.108231781,-0.091416306,-0.091416306,-0.225627473,-0.623332454,0.545359526,-1.542820594,-0.90296269,-1.462154279,-0.796221132,-0.091416306,-0.091416306,-0.091416306,-0.091416306,-0.091416306,-0.091416306,-0.091416306,0.126823099,1.600579036,1.917604301,-1.786141467,0.496278934,-1.298719553,1.453815845,1.144229611,0.142400903,0.673815719,0.32948959,1.228516679
260,-0.086270557,-0.215182755,1.454369298,0.480023912,-0.297627451,-0.994199627,-0.264520647,-0.130449926,-0.532056891,-0.130449926,-0.20226087,-0.130449926,-0.071891876,-0.927266891,-1.078324321,-0.130449926,-1.306934084,-1.003817923,0.63349573,-0.772163358,-0.130449926,-0.130449926,-1.145687072,-0.130449926,1.151618917,-0.130449926,-0.130449926,0.232526879,0.381933774,-0.521839858,-0.130449926,-0.130449926,1.081686127,-2.465186325,-0.130449926,0.044834957,-0.130449926,-0.130449926,-0.404347659,-0.130449926,-0.217444277,-0.480156211,-0.682697969,-0.591398245,0.34687795,-0.239402179,-0.575884961,1.013471561,-0.790518329,1.575156951,-0.130449926,0.154918036,-0.130449926,-0.130449926,-0.130449926,-0.130449926,-0.130449926,-0.130449926,0.69219374,-0.158554021,0.337268448,1.414450739,0.960827291,-1.343465494,-0.985229644,-0.206398422,-0.79958391,-0.767288068,-0.981602974,-0.991743666,-2.59754864
261,0.274373027,0.064471785,0.149276472,0.054444791,0.783370353,1.278005625,0.211643048,0.120321458,-0.154121718,1.030040048,-0.091305124,0.250686074,1.627777688,0.149276472,0.149276472,0.149276472,2.530341341,-10.38677509,1.059753171,1.230368082,0.149276472,0.149276472,0.67421206,0.149276472,0.149276472,0.149276472,0.149276472,0.691283219,0.678845229,0.149276472,0.149276472,-0.701792495,0.149276472,0.149276472,-0.42052564,0.149276472,0.149276472,0.149276472,-0.628505227,-0.012666883,-0.637784871,0.053962723,0.931454175,0.812036991,0.149276472,0.604012872,-0.139773201,1.102971074,-0.434666793,-0.78013938,-0.720294225,0.369721005,0.149276472,0.149276472,0.149276472,0.149276472,0.149276472,0.149276472,0.149276472,1.092565886,-0.609406481,-0.335570785,-0.203541695,0.041823505,0.309119257,-0.302511071,-0.615414101,0.66004151,-0.428528357,1.20023263,0.496278934
262,0.227334741,0.139332388,0.139332388,-1.005718291,0.009111925,-0.989396765,0.139332388,0.124713816,-0.104318749,0.692532322,0.139332388,0.220386091,0.713164501,2.608593647,1.660274255,0.139332388,3.607888187,0.139332388,0.290275813,0.782421421,0.139332388,-1.335620604,1.69780549,2.51098505,0.139332388,0.139332388,0.139332388,1.036199387,0.841089654,0.139332388,0.139332388,0.139332388,0.139332388,0.923650134,0.139332388,0.659715176,0.139332388,0.139332388,-0.307845551,0.139332388,-0.212470965,1.182820118,-0.091954987,0.923848623,3.024147822,0.422043704,0.937739823,-0.121050521,2.024812465,0.494414874,-0.423696938,-0.081112145,-3.563903947,0.139332388,-1.151008095,-0.313010871,-2.293877678,0.139332388,0.932666105,0.557276984,1.946891759,2.131438864,4.404418156,2.130600814,0.615386557,2.788469854,2.930944916,0.166359009,1.763499639,1.613805868,1.230027808
263,0.134060939,-0.037635896,0.090088787,0.664253044,-0.338976324,0.872871649,0.262579147,0.090088787,-0.296349765,0.914108765,0.018087769,1.617756688,0.63230711,1.70302698,1.21580424,0.090088787,1.220044313,0.090088787,1.73560086,0.941157754,0.090088787,0.090088787,2.13097595,-1.48474691,1.38880834,0.090088787,0.090088787,0.978983529,2.337374372,0.090088787,2.210309552,0.090088787,0.090088787,0.402101521,0.090088787,0.951420555,0.705475345,0.527726247,-0.359097819,0.090088787,-0.262956593,0.310041743,1.021042727,0.618059844,-4.26895482,0.238373593,-0.131052391,-0.590096961,0.090088787,-1.337869435,-1.236106842,-0.445263503,3.824796405,0.090088787,0.090088787,0.090088787,-1.184716012,0.090088787,0.090088787,-0.030878493,-0.519819234,-1.007148686,-0.156097593,-0.451282817,0.306278953,0.196232402,-1.095949422,0.072948332,0.780550345,0.213219697,-1.726306742
264,0.635054711,0.225577683,0.225577683,-0.108950705,0.449667413,1.195517392,0.206468275,0.225577683,0.000952707,-0.402851635,0.105187506,0.025897106,0.168532421,2.597230345,0.969075532,0.225577683,1.342907743,0.225577683,1.844450418,1.069464548,0.225577683,0.522313806,2.225644354,0.225577683,0.868666716,0.225577683,0.225577683,1.106640652,2.757358482,0.225577683,0.225577683,0.225577683,1.423196788,1.15581695,0.225577683,0.568043772,0.225577683,1.527114495,-0.508681475,-0.180431806,-0.217489058,1.31814357,1.040921328,0.400950395,0.225577683,0.553914108,0.711444364,0.225577683,-0.640228591,2.271912434,0.922444615,0.482904487,-0.67525812,0.225577683,0.225577683,-0.424197182,-1.21019716,0.225577683,0.225577683,0.431433643,-0.686389359,-0.166326492,1.068282472,0.819005397,0,-1.183212384,-1.246356948,1.862311006,1.070801427,0.531068694,-2.902411934
265,0.310423774,-0.008967351,0.033516216,-0.783599602,-0.302806971,-0.612063819,0.119635305,0.033516216,-0.304201004,-0.019819459,-0.813711103,-0.286804379,-0.165885304,-0.122855982,-0.151840649,0.033516216,0.033516216,0.033516216,-0.258881654,-0.176788804,0.033516216,0.32937442,0.033516216,0.033516216,0.033516216,0.033516216,0.033516216,-0.317977995,1.686446411,0.033516216,2.10971536,0.033516216,3.542648197,0.033516216,0.033516216,0.884585182,0.033516216,-0.832290059,-0.763300749,-0.04788387,0.033516216,0.683371512,-0.033431635,-0.166934866,-0.96151687,0.826445042,-1.007352444,-1.434084661,-0.475021023,-0.939942799,-0.981720931,0.574596847,0.033516216,0.033516216,-1.551084629,0.033516216,0.033516216,0.033516216,0.033516216,-2.207457892,1.642714015,0.392690431,-0.096646378,0.650408797,-4.375698036,1.183212384,0.082534943,-0.119364992,-0.533967451,-1.064972792,-2.069931601
266,0.095406588,-0.594182905,-0.253278931,0.276204857,-0.197146457,0.413748824,-0.152817459,-0.253278931,-1.55327647,-0.850518039,-0.423671952,-0.474096044,-0.253278931,0.215106,-0.253278931,-0.253278931,3.025703351,-0.253278931,-0.399799104,0.376313914,-0.253278931,0.921477604,2.673759299,-0.253278931,1.651540566,-0.253278931,-0.253278931,0.098215279,2.175990326,-0.253278931,-0.253278931,-0.253278931,-0.253278931,-0.253278931,-0.253278931,1.4274329,0.35834377,2.321970679,-0.42485461,-0.579543495,-0.342128337,0.698378289,-1.028667707,-0.378765207,-3.29919968,-0.45360811,0.61118395,0.595532531,1.049199684,0.278873101,-0.957281839,0.623299564,-0.253278931,-0.253278931,-1.651903129,-0.253278931,-0.253278931,-0.253278931,-0.253278931,1.868631139,2.170182505,1.525833642,2.048114467,1.92622328,-0.641027836,2.018310313,2.096142762,-0.311017436,-0.238237159,0.95898444,0.651468102
267,0.42513127,-0.671079143,0.164412698,-0.316820184,0.25789686,-0.826974732,0.274270097,0.164412698,0.237041807,0.939102169,0.286033496,0.845368664,1.101519691,2.626075462,1.271435074,0.164412698,1.23394161,0.164412698,1.040330707,1.205004814,0.164412698,1.901069948,1.1213578,4.816414262,1.414428975,0.164412698,0.164412698,1.037780695,3.314279404,0.164412698,5.499010769,0.164412698,3.554567866,1.238866627,0.164412698,0.99429298,1.376548752,3.08737653,-0.179624338,0.164412698,0.07548428,3.055309589,0.586467922,0.490350056,0.164412698,0.429048264,1.327344071,2.758574986,0.523221838,4.067770324,1.757310348,1.416396179,-2.702128179,0.164412698,2.117054933,0.164412698,0.164412698,0.164412698,0.164412698,-0.309023732,1.395116287,1.239319492,1.074164667,0.969057321,4.095060361,1.392753601,1.813235303,0.545633311,1.067625799,-0.425080343,-2.232528705
